Unnamed: 0,id Num,date,problem,MDC,citation Issued,person Search,vehicle Search,pre Race,race,gender,lat,long,police Precinct,neighborhood
6922.0,17-001395,2017-01-02 02:36:58,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.02499559,-93.30835804,4,Victory
6923.0,17-001408,2017-01-02 03:00:01,traffic,MDC,,NO,NO,Black,Black,Male,44.96180795,-93.28800649,5,Lowry Hill East
6924.0,17-001415,2017-01-02 03:17:26,traffic,MDC,,NO,NO,Unknown,Black,Male,44.94835,-93.26522,3,Phillips West
6925.0,17-001417,2017-01-02 03:22:20,suspicious,MDC,,NO,NO,Unknown,Black,Female,44.97792701,-93.2795086,1,Downtown West
6926.0,17-001424,2017-01-02 03:31:34,traffic,MDC,,NO,NO,Unknown,East African,Male,44.97632,-93.26163,1,Downtown West
6927.0,17-001429,2017-01-02 03:38:22,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.9099012,-93.22030418,3,Minnehaha
6928.0,17-001433,2017-01-02 03:50:30,traffic,MDC,,YES,YES,Unknown,Black,Male,45.00599,-93.30189,4,Jordan
6929.0,17-001454,2017-01-02 05:43:15,suspicious,other,,,,,,,44.9099012,-93.22030418,3,Minnehaha
6931.0,17-001457,2017-01-02 05:59:24,suspicious,other,,,,,,,44.95777856,-93.29509939,5,Lowry Hill East
6932.0,17-001472,2017-01-02 07:21:55,traffic,MDC,,NO,NO,Unknown,White,Female,44.93139645,-93.27791653,5,King Field
6933.0,17-001475,2017-01-02 07:35:34,traffic,MDC,,NO,NO,Unknown,Black,Male,44.91873473,-93.27795772,5,Tangletown
6934.0,17-001491,2017-01-02 08:21:53,traffic,MDC,,NO,NO,Black,Black,Male,44.99871,-93.25626,2,St. Anthony East
6936.0,17-001545,2017-01-02 10:18:02,traffic,MDC,,YES,YES,Black,Black,Male,45.01317,-93.26465,2,Bottineau
6937.0,17-001551,2017-01-02 10:28:03,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.92772137,-93.29082674,5,East Harriet
6938.0,17-001553,2017-01-02 10:35:29,traffic,MDC,,NO,NO,Unknown,Asian,Male,44.94836,-93.2881,5,Lowry Hill East
6939.0,17-001558,2017-01-02 10:40:48,suspicious,MDC,,NO,NO,Unknown,Latino,Male,44.94834,-93.27969,5,Whittier
6940.0,17-001562,2017-01-02 10:50:27,suspicious,MDC,,NO,NO,Unknown,East African,Male,44.94955167,-93.28134598,5,Whittier
6941.0,17-001591,2017-01-02 11:20:19,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.04759,-93.30931,4,Shingle Creek
6942.0,17-001598,2017-01-02 11:27:13,suspicious,MDC,,NO,NO,Black,Black,Male,45.02047,-93.31081,4,Cleveland
6943.0,17-001601,2017-01-02 11:28:17,traffic,MDC,,NO,NO,Unknown,White,Female,44.95553,-93.27659,5,Whittier
6946.0,17-001619,2017-01-02 11:58:41,suspicious,MDC,,NO,NO,Black,Black,Male,44.94958302,-93.27664165,5,Whittier
6947.0,17-001629,2017-01-02 12:12:50,traffic,MDC,,NO,NO,Unknown,White,Male,44.95195,-93.28426,5,Whittier
6948.0,17-001630,2017-01-02 12:20:52,suspicious,other,,,,,,,44.9627,-93.26255,3,Ventura Village
6949.0,17-001631,2017-01-02 12:22:06,suspicious,MDC,,NO,NO,White,White,Male,44.94834704,-93.27880784,5,Lyndale
6950.0,17-001638,2017-01-02 12:27:03,traffic,MDC,,NO,NO,White,White,Female,44.92159466,-93.27430491,3,Regina
6951.0,17-001643,2017-01-02 12:31:33,traffic,MDC,,YES,NO,White,White,Male,45.01316,-93.25914,2,Holland
6952.0,17-001651,2017-01-02 12:43:16,suspicious,MDC,,NO,NO,Native American,Native American,Male,44.96332683,-93.27781326,5,Steven's Square - Loring Heights
6953.0,17-001659,2017-01-02 12:51:33,traffic,MDC,,NO,NO,White,White,Male,44.98021301,-93.23509281,2,Marcy Holmes
6954.0,17-001689,2017-01-02 13:36:36,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.91517938,-93.31886431,5,Fulton
6956.0,17-001696,2017-01-02 13:53:16,suspicious,MDC,,NO,NO,White,White,Male,44.94835457,-93.28218485,5,Lyndale
6958.0,17-001704,2017-01-02 14:03:05,traffic,MDC,,NO,NO,Unknown,White,Female,44.92242878,-93.31890146,5,Linden Hills
6959.0,17-001717,2017-01-02 14:19:54,suspicious,MDC,,NO,NO,Unknown,Unknown,Male,44.9833096,-93.27077411,1,Downtown West
6960.0,17-001720,2017-01-02 14:25:13,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.04759,-93.30931,4,Shingle Creek
6961.0,17-001721,2017-01-02 14:25:33,suspicious,MDC,,NO,NO,Black,Black,Male,45.03853,-93.2875,4,Lind - Bohanon
6962.0,17-001759,2017-01-02 15:20:38,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.03043868,-93.2893657,4,Webber - Camden
6963.0,17-001770,2017-01-02 15:29:25,suspicious,MDC,,NO,NO,White,White,Male,44.95015004,-93.27536654,5,Whittier
6964.0,17-001771,2017-01-02 15:31:32,suspicious,MDC,,NO,NO,Unknown,Black,Male,45.01266624,-93.24912093,2,Holland
6965.0,17-001782,2017-01-02 15:41:07,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.03043868,-93.2893657,4,Webber - Camden
6966.0,17-001784,2017-01-02 15:43:50,suspicious,MDC,,YES,NO,Latino,Latino,Male,44.95074395,-93.27878964,5,Whittier
6967.0,17-001792,2017-01-02 15:56:31,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.95195,-93.25374,3,Midtown Phillips
6968.0,17-001808,2017-01-02 16:15:28,suspicious,other,,,,,,,44.98485046,-93.24510888,2,Marcy Holmes
6969.0,17-001818,2017-01-02 16:33:01,suspicious,MDC,,YES,NO,Unknown,Black,Male,44.99968546,-93.2879891,4,Hawthorne
6970.0,17-001821,2017-01-02 16:41:52,traffic,MDC,,NO,NO,Unknown,Latino,Male,44.94835309,-93.2760326,5,Whittier
6971.0,17-001852,2017-01-02 17:22:19,traffic,MDC,,NO,NO,Unknown,White,Female,44.95284261,-93.27965923,5,Whittier
6972.0,17-001856,2017-01-02 17:28:13,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.95282851,-93.27314723,5,Whittier
6974.0,17-001882,2017-01-02 17:50:28,suspicious,MDC,,NO,NO,White,White,Male,45.03775604,-93.30916026,4,Victory
6975.0,17-001887,2017-01-02 17:54:08,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00593,-93.24915,2,Logan Park
6976.0,17-001903,2017-01-02 18:02:58,traffic,other,,,,,,,44.98271,-93.24132,2,Marcy Holmes
6977.0,17-001925,2017-01-02 18:29:27,traffic,other,,,,,,,45.03775604,-93.30916026,4,Victory
6978.0,17-001931,2017-01-02 18:32:50,suspicious,MDC,,NO,NO,Unknown,White,Male,44.89304316,-93.27938185,5,Windom
6979.0,17-001967,2017-01-02 19:07:59,traffic,MDC,,NO,NO,Unknown,White,Male,44.94836,-93.29828,5,ECCO
6980.0,17-001978,2017-01-02 19:18:55,suspicious,MDC,,YES,NO,Black,Black,Male,44.99913768,-93.28875577,4,Hawthorne
6981.0,17-001986,2017-01-02 19:23:21,suspicious,other,,,,,,,45.02485438,-93.29059709,4,Webber - Camden
6982.0,17-002015,2017-01-02 19:39:32,suspicious,MDC,,YES,NO,Unknown,White,Male,45.00111564,-93.24099042,2,Northeast Park
6983.0,17-002018,2017-01-02 19:41:24,traffic,MDC,,NO,NO,Unknown,White,Female,44.99149,-93.24095,2,Como
6984.0,17-002061,2017-01-02 20:22:56,suspicious,MDC,,NO,NO,Unknown,Native American,Female,44.96932975,-93.28185409,1,Loring Park
6985.0,17-002113,2017-01-02 20:52:18,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.9641117,-93.22802405,3,Seward
6986.0,17-002129,2017-01-02 20:59:40,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.97688559,-93.28037165,1,Downtown West
6987.0,17-002139,2017-01-02 21:11:19,suspicious,other,,,,,,,44.97801922,-93.27702537,1,Downtown West
6988.0,17-002174,2017-01-02 21:32:56,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.92873,-93.24606,3,Standish
6989.0,17-002176,2017-01-02 21:36:23,traffic,MDC,,NO,NO,Black,Black,Male,44.94044075,-93.27791575,5,Lyndale
6991.0,17-002187,2017-01-02 21:44:20,suspicious,MDC,,NO,NO,Black,Black,Male,44.94044075,-93.27791575,5,Lyndale
6992.0,17-002190,2017-01-02 21:46:12,suspicious,MDC,,NO,NO,White,White,Male,44.97076328,-93.24725145,1,Cedar Riverside
6993.0,17-002220,2017-01-02 22:11:55,traffic,MDC,,NO,NO,Black,Black,Male,44.94841574,-93.32280644,5,Cedar - Isles - Dean
6994.0,17-002259,2017-01-02 22:38:39,suspicious,MDC,,YES,NO,Black,Black,Male,44.97845913,-93.27733144,1,Downtown West
6995.0,17-002281,2017-01-02 22:55:26,suspicious,MDC,,YES,NO,Unknown,Unknown,Male,44.9572173,-93.24485196,3,East Phillips
6996.0,17-002293,2017-01-02 23:02:16,suspicious,MDC,,NO,NO,Unknown,White,Male,44.9627,-93.29179,5,Lowry Hill
6997.0,17-002296,2017-01-02 23:03:42,traffic,MDC,,NO,NO,Unknown,East African,Female,44.9768075,-93.27643103,1,Downtown West
6998.0,17-002310,2017-01-02 23:11:31,traffic,MDC,,NO,NO,White,White,Female,44.96316564,-93.28807331,5,Steven's Square - Loring Heights
6999.0,17-002312,2017-01-02 23:12:17,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.03041294,-93.23398346,2,Waite Park
7001.0,17-002315,2017-01-02 23:15:37,traffic,MDC,,NO,NO,Unknown,White,Female,45.01316,-93.24912,2,Holland
7002.0,17-002339,2017-01-02 23:38:47,traffic,MDC,,NO,NO,Unknown,East African,Male,44.94660622,-93.28748225,5,Lyndale
7003.0,17-002340,2017-01-02 23:39:10,traffic,MDC,,NO,NO,Unknown,Latino,Male,44.9513432,-93.27966979,5,Whittier
7004.0,17-002342,2017-01-02 23:39:30,traffic,MDC,,NO,NO,Black,Black,Male,44.93863463,-93.2779141,5,Lyndale
7005.0,17-002362,2017-01-03 00:07:06,suspicious,MDC,,NO,NO,Unknown,White,Female,44.95733,-93.2855,5,Whittier
7007.0,17-002386,2017-01-03 00:37:46,suspicious,MDC,,NO,NO,Unknown,Black,Male,45.00930468,-93.26616923,2,Bottineau
7008.0,17-002396,2017-01-03 00:52:30,traffic,MDC,,NO,NO,Unknown,White,Female,44.97430098,-93.25223244,1,Downtown East
7009.0,17-002421,2017-01-03 01:29:56,traffic,MDC,,NO,NO,Unknown,White,Male,44.96986,-93.27933,1,Loring Park
7010.0,17-002424,2017-01-03 01:35:38,traffic,MDC,,NO,NO,Unknown,East African,Female,44.97080927,-93.27339651,1,Downtown West
7012.0,17-002445,2017-01-03 02:20:07,traffic,MDC,,NO,NO,Unknown,White,Male,44.93769206,-93.28756025,5,King Field
7013.0,17-002453,2017-01-03 02:27:14,suspicious,MDC,,NO,NO,Black,Black,Male,44.9800647,-93.27188308,1,Downtown West
7014.0,17-002466,2017-01-03 02:44:58,suspicious,other,,,,,,,44.97677369,-93.27736013,1,Downtown West
7015.0,17-002495,2017-01-03 04:08:11,suspicious,other,,,,,,,44.90085942,-93.21783647,3,Morris Park
7016.0,17-002519,2017-01-03 06:00:51,traffic,MDC,,NO,NO,Unknown,White,Male,44.91144236,-93.27463391,3,Field
7017.0,17-002531,2017-01-03 07:07:36,suspicious,MDC,,NO,NO,White,Unknown,Male,45.03564138,-93.23268357,2,Waite Park
7018.0,17-002534,2017-01-03 07:13:11,traffic,MDC,,NO,NO,Unknown,White,Male,44.95680675,-93.29584001,5,Lowry Hill East
7019.0,17-002537,2017-01-03 07:15:20,traffic,MDC,,NO,NO,Unknown,White,Female,44.95641322,-93.29659612,5,East Isles
7020.0,17-002548,2017-01-03 07:36:18,traffic,MDC,,YES,NO,Native American,Native American,Female,44.9483642,-93.29001302,5,CARAG
7021.0,17-002570,2017-01-03 08:24:10,traffic,MDC,,NO,NO,Unknown,White,Female,44.96248256,-93.30839182,5,Kenwood
7022.0,17-002574,2017-01-03 08:39:07,traffic,MDC,,NO,NO,White,White,Male,44.96593161,-93.30325972,5,Lowry Hill
7023.0,17-002589,2017-01-03 08:52:56,traffic,MDC,,NO,NO,Unknown,White,Female,44.94881103,-93.29827927,5,Lowry Hill East
7024.0,17-002633,2017-01-03 09:50:03,suspicious,MDC,,NO,NO,Unknown,White,Male,45.01939931,-93.28498382,4,McKinley
7025.0,17-002634,2017-01-03 09:56:36,suspicious,MDC,,NO,NO,Native American,Native American,Female,44.96269264,-93.27860914,5,Whittier
7026.0,17-002652,2017-01-03 10:07:12,suspicious,MDC,,NO,NO,White,White,Male,44.94834712,-93.28052287,5,Whittier
7030.0,17-002719,2017-01-03 11:19:17,traffic,other,,,,,,,44.96297,-93.24575,3,Seward
7031.0,17-002726,2017-01-03 11:29:27,traffic,MDC,,YES,YES,Unknown,Black,Female,44.99632,-93.29564,4,Near - North
7032.0,17-002734,2017-01-03 11:37:13,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00026,-93.29717,4,Jordan
7033.0,17-002750,2017-01-03 11:48:31,traffic,MDC,,YES,YES,Unknown,Black,Male,45.00486,-93.30114,4,Jordan
7034.0,17-002768,2017-01-03 12:07:10,traffic,MDC,,NO,NO,Unknown,Black,Male,44.99916,-93.29564,4,Near - North
7035.0,17-002779,2017-01-03 12:16:20,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.95014459,-93.26646784,3,Phillips West
7036.0,17-002787,2017-01-03 12:27:01,traffic,MDC,,NO,NO,White,White,Male,44.98973694,-93.24488869,2,Marcy Holmes
7037.0,17-002791,2017-01-03 12:29:44,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.95301526,-93.27408256,5,Whittier
7038.0,17-002794,2017-01-03 12:33:54,suspicious,MDC,,NO,NO,Black,Black,Male,44.95642768,-93.27149314,5,Whittier
7039.0,17-002798,2017-01-03 12:37:26,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.9609006,-93.27084862,5,Whittier
